isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid,FF_12_consumer_combined,FF_12_consumer_combined_text
FR53869009688,2020,CAC Mid 60,"Lynn, Leo",Chairman and Chief Executive Officer,814847,29.4,33.9,27745,24027,NA,1,Consumer
FR53869009688,2019,CAC Mid 60,"Lynn, Leo",Chairman and Chief Executive Officer,800337,29.6,33,27011,24220,NA,1,Consumer
FR53869009688,2018,CAC Mid 60,"Lynn, Leo",Chairman and Chief Executive Officer,777080,29.3,32.7,26479,23787,NA,1,Consumer
FR53869009688,2017,CAC Mid 60,"Lynn, Leo",Chairman and Chief Executive Officer,764849,29,32.3,26406,23712,NA,1,Consumer
FR53869009688,2016,CAC Mid 60,"Lynn, Leo",Chairman and Chief Executive Officer,669592,25.2,28.6,26575,23399,NA,1,Consumer
FR53869009688,2015,CAC Mid 60,"Lynn, Leo",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,1,Consumer
FR54468942061,2021,CAC Mid 60,"Alvarez, Aaliyah",CEO,1429121,16.4,14.3,NA,NA,NA,4,Energy
FR54468942061,2020,CAC Mid 60,"Alvarez, Aaliyah",CEO,860861,33.5,28.2,NA,NA,NA,4,Energy
FR54468942061,2019,CAC Mid 60,"Alvarez, Aaliyah",CEO,1599347,28.9,23.7,NA,NA,NA,4,Energy
FR54468942061,2018,CAC Mid 60,"Alvarez, Aaliyah",CEO,2372231,28.5,24.4,NA,NA,NA,4,Energy
FR54468942061,2017,CAC Mid 60,"Alvarez, Aaliyah",CEO,1556765,20.2,17.1,NA,NA,NA,4,Energy
FR54468942061,2016,CAC Mid 60,"Alvarez, Aaliyah",CEO,1026096,22.4,19,NA,NA,NA,4,Energy
FR54468942061,2015,CAC Mid 60,"Alvarez, Aaliyah",CEO,1121967,20.5,24.5,NA,NA,NA,4,Energy
FR55639874362,2021,CAC Mid 60,"Dimas-Williams, Daviyon",CEO,9727934,47.7,65.5,73495,53533,NA,1,Consumer
FR55639874362,2020,CAC Mid 60,"Dimas-Williams, Daviyon",CEO,362480,108.6,181.4,83197,49795,NA,1,Consumer
FR55639874362,2019,CAC Mid 60,"Dimas-Williams, Daviyon",CEO,NA,24.4,32.2,66592,50376,NA,1,Consumer
FR55639874362,2018,CAC Mid 60,"Dimas-Williams, Daviyon",CEO,2051710,33.6,46.4,68003,49217,NA,1,Consumer
FR55639874362,2017,CAC Mid 60,"Dimas-Williams, Daviyon",CEO,1723121,26.9,37,66232,48162,NA,1,Consumer
FR55639874362,2016,CAC Mid 60,"Dimas-Williams, Daviyon",CEO,1324319,24.7,34.5,67839,48601,NA,1,Consumer
FR55639874362,2015,CAC Mid 60,"Dimas-Williams, Daviyon",CEO,683585,NA,NA,NA,NA,NA,1,Consumer
FR56338625224,2021,CAC Mid 60,"el-Mahdavi, Luqmaan",CEO,4763803,85,120,NA,NA,NA,1,Consumer
FR56338625224,2020,CAC Mid 60,"el-Mahdavi, Luqmaan",CEO,2767028,72.4,97.9,NA,NA,NA,1,Consumer
FR56338625224,2019,CAC Mid 60,"el-Mahdavi, Luqmaan",CEO,3622228,70,94.6,NA,NA,NA,1,Consumer
FR56338625224,2018,CAC Mid 60,"el-Mahdavi, Luqmaan",CEO,3378300,66.5,90.9,NA,NA,NA,1,Consumer
FR56338625224,2017,CAC Mid 60,"el-Mahdavi, Luqmaan",CEO,3426255,63.7,86.1,NA,NA,NA,1,Consumer
FR56338625224,2016,CAC Mid 60,"el-Mahdavi, Luqmaan",CEO,3384524,61.4,83.5,NA,NA,NA,1,Consumer
FR56338625224,2015,CAC Mid 60,"el-Mahdavi, Luqmaan",CEO,2309875.93,NA,NA,NA,NA,NA,1,Consumer
FR58358340808,2021,CAC Mid 60,"Del Val, Joella",CEO,4834350,4,4,NA,NA,NA,10,Healthcare
FR58358340808,2020,CAC Mid 60,"Del Val, Joella",CEO,4813566,4,4,NA,NA,NA,10,Healthcare
FR58358340808,2019,CAC Mid 60,"Del Val, Joella",CEO,5078059,3,3,NA,NA,NA,10,Healthcare
FR58358340808,2018,CAC Mid 60,"Del Val, Joella",CEO,3126561,4,3,NA,NA,NA,10,Healthcare
FR58358340808,2017,CAC Mid 60,"Del Val, Joella",CEO,3914446,3,3,NA,NA,NA,10,Healthcare
FR58358340808,2016,CAC Mid 60,"Newberry, Anasthasia",Chairman and Chief Executive Officer,3107891,5,6,NA,NA,NA,10,Healthcare
FR58358340808,2015,CAC Mid 60,"Newberry, Anasthasia",Chairman and Chief Executive Officer,3595287,5,7,NA,NA,NA,10,Healthcare
FR59172811743,2021,CAC Mid 60,"Butler, Kadoranne",Chairman and Chief Executive Officer,2891506,5,7,299002,221728,NA,1,Consumer
FR59172811743,2020,CAC Mid 60,"Butler, Kadoranne",Chairman and Chief Executive Officer,1553095,10,13,277431,212681,NA,1,Consumer
FR59172811743,2019,CAC Mid 60,"Butler, Kadoranne",Chairman and Chief Executive Officer,2729095,8,11,352018,260472,NA,1,Consumer
FR59172811743,2018,CAC Mid 60,"Butler, Kadoranne",Chairman and Chief Executive Officer,2787545,7,10,328974,251902,NA,1,Consumer
FR59172811743,2017,CAC Mid 60,"Butler, Kadoranne",Chairman and Chief Executive Officer,2464145,7,11,415095,255548,NA,1,Consumer
FR59172811743,2016,CAC Mid 60,"Butler, Kadoranne",Chairman and Chief Executive Officer,2870438,6,11,444525,269460,NA,1,Consumer
FR59172811743,2015,CAC Mid 60,"Butler, Kadoranne",Chairman and Chief Executive Officer,2871850,8,9,314730,258937,NA,1,Consumer
FR61188641560,2021,CAC Mid 60,"Farris, Cherokee",CEO,1098645,10.3,13.1,NA,NA,NA,NA,NA
FR61188641560,2020,CAC Mid 60,"Farris, Cherokee",CEO,867137,8.8,10.9,NA,NA,NA,NA,NA
FR61188641560,2019,CAC Mid 60,"Farris, Cherokee",CEO,1171606,12.2,15,NA,NA,NA,NA,NA
FR61188641560,2018,CAC Mid 60,"Farris, Cherokee",CEO,1051103,10.9,13.7,NA,NA,NA,NA,NA
FR61188641560,2017,CAC Mid 60,"Farris, Cherokee",CEO,1233058,13.4,16.8,NA,NA,NA,NA,NA
FR61188641560,2016,CAC Mid 60,"Farris, Cherokee",CEO,702487,NA,NA,NA,NA,NA,NA,NA
FR61188641560,2015,CAC Mid 60,"Stogsdill IV, Urja",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR65933832097,2021,CAC Mid 60,"Rosa, Shatyanna",Chairman and Chief Executive Officer,2931371,46.5,NA,NA,NA,NA,12,Other
FR65933832097,2020,CAC Mid 60,"Rosa, Shatyanna",Chairman and Chief Executive Officer,1914648,45.2,NA,NA,NA,NA,12,Other
FR65933832097,2019,CAC Mid 60,"Rosa, Shatyanna",Chairman and Chief Executive Officer,2020832,37.6,NA,NA,NA,NA,12,Other
FR65933832097,2018,CAC Mid 60,"Rosa, Shatyanna",Chairman and Chief Executive Officer,1485980,52.6,NA,NA,NA,NA,12,Other
FR65933832097,2017,CAC Mid 60,"Rosa, Shatyanna",Chairman and Chief Executive Officer,2180747,50.4,NA,NA,NA,NA,12,Other
FR65933832097,2016,CAC Mid 60,"Rosa, Shatyanna",Chairman and Chief Executive Officer,2127047,43.4,NA,NA,NA,NA,12,Other
FR65933832097,2015,CAC Mid 60,"Rosa, Shatyanna",Chairman and Chief Executive Officer,1415475,36.8,NA,NA,NA,NA,12,Other
FR67625960945,2021,CAC Mid 60,"Harvey, Cathi-Lee",Chairman and Chief Executive Officer,1865042,1,1,NA,NA,NA,12,Other
FR67625960945,2020,CAC Mid 60,"Harvey, Cathi-Lee",Chairman and Chief Executive Officer,743613,1,1,NA,NA,NA,12,Other
FR67625960945,2019,CAC Mid 60,"Harvey, Cathi-Lee",Chairman and Chief Executive Officer,674374,1,1,NA,NA,NA,12,Other
FR67625960945,2018,CAC Mid 60,"Harvey, Cathi-Lee",Chairman and Chief Executive Officer,685736,1,1,NA,NA,NA,12,Other
FR67625960945,2017,CAC Mid 60,"Harvey, Cathi-Lee",Chairman and Chief Executive Officer,732810,1,1,NA,NA,NA,12,Other
FR67625960945,2016,CAC Mid 60,"Harvey, Cathi-Lee",Chairman and Chief Executive Officer,742672,1,1,NA,NA,NA,12,Other
FR67625960945,2015,CAC Mid 60,"Harvey, Cathi-Lee",Chairman and Chief Executive Officer,586136,1,1,NA,NA,NA,12,Other
FR67700415924,2021,CAC Mid 60,"Olguin, Alexis",Chairman and Chief Executive Officer,458488,7.77,8.93,57936,50390,NA,12,Other
FR67700415924,2020,CAC Mid 60,"Olguin, Alexis",Chairman and Chief Executive Officer,428507,7.4,8.37,56757,50172,NA,12,Other
FR67700415924,2019,CAC Mid 60,"Olguin, Alexis",Chairman and Chief Executive Officer,456402,7.54,8.32,59689,54054,NA,12,Other
FR67700415924,2018,CAC Mid 60,"Olguin, Alexis",Chairman and Chief Executive Officer,456165,7.7,8.53,58417,52779,NA,12,Other
FR67700415924,2017,CAC Mid 60,"Olguin, Alexis",Chairman and Chief Executive Officer,456165,7.7,8.54,57881,52155,NA,12,Other
FR67700415924,2016,CAC Mid 60,"Olguin, Alexis",Chairman and Chief Executive Officer,450473,7.92,8.77,56825,51324,NA,12,Other
FR67700415924,2015,CAC Mid 60,"Olguin, Alexis",Chairman and Chief Executive Officer,454883,8.21,9.03,54324,49370,NA,12,Other
FR70469283382,2021,CAC Mid 60,"Fells, Tyler",Chairman and Chief Executive Officer,NA,34,42,NA,NA,NA,NA,NA
FR70469283382,2020,CAC Mid 60,"Gallegos, David",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR70469283382,2019,CAC Mid 60,"Fells, Tyler",Chairman and Chief Executive Officer,1186350,29,35,NA,NA,NA,NA,NA
FR70469283382,2018,CAC Mid 60,"Fells, Tyler",Chairman and Chief Executive Officer,849640,NA,NA,NA,NA,NA,NA,NA
FR70469283382,2017,CAC Mid 60,"Fells, Tyler",Chairman and Chief Executive Officer,802990,NA,NA,NA,NA,NA,NA,NA
FR70469283382,2016,CAC Mid 60,"Fells, Tyler",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR70469283382,2015,CAC Mid 60,"Fells, Tyler",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR70514691693,2021,CAC Mid 60,"Hill, Shaawn",CEO,3445784,5.05,4.78,NA,NA,NA,9,Shops
FR70514691693,2020,CAC Mid 60,"Hill, Shaawn",CEO,3132032,5.53,5.77,NA,NA,NA,9,Shops
FR70514691693,2019,CAC Mid 60,"Hill, Shaawn",CEO,3072139,4.86,4.27,NA,NA,NA,9,Shops
FR70514691693,2018,CAC Mid 60,"Hill, Shaawn",CEO,NA,3.69,3.42,NA,NA,NA,9,Shops
FR70514691693,2017,CAC Mid 60,"Silva, Haley",Chairman and Chief Executive Officer,NA,5.64,6.09,NA,NA,NA,9,Shops
FR70514691693,2016,CAC Mid 60,"Silva, Haley",Chairman and Chief Executive Officer,NA,7.34,8.19,NA,NA,NA,9,Shops
FR70514691693,2015,CAC Mid 60,"Silva, Haley",Chairman and Chief Executive Officer,NA,7.83,8.68,NA,NA,NA,9,Shops
FR71873383843,2021,CAC Mid 60,"Ramos, Carlos",Chairman and Chief Executive Officer,3786486,80.5,107.68,53682,40135,NA,12,Other
FR71873383843,2020,CAC Mid 60,"Ramos, Carlos",Chairman and Chief Executive Officer,3504207,66.9,89.08,52410,39336,NA,12,Other
FR71873383843,2019,CAC Mid 60,"Ramos, Carlos",Chairman and Chief Executive Officer,2120342,60.5,81.8,52288,38664,NA,12,Other
FR71873383843,2018,CAC Mid 60,"Ramos, Carlos",Chairman and Chief Executive Officer,4291428,78.1,103.02,49939,37855,NA,12,Other
FR71873383843,2017,CAC Mid 60,"Ramos, Carlos",Chairman and Chief Executive Officer,3545828,66.9,86.83,47151,36326,NA,12,Other
FR71873383843,2016,CAC Mid 60,"Ramos, Carlos",Chairman and Chief Executive Officer,3460538,41.9,78.17,73195,39197,NA,12,Other
FR71873383843,2015,CAC Mid 60,"Ramos, Carlos",Chairman and Chief Executive Officer,2910138,37.3,64.9,67217,38685,NA,12,Other
FR74086731280,2021,CAC Mid 60,"Sanchez-Pascual, Stephanie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR74086731280,2020,CAC Mid 60,"Sanchez-Pascual, Stephanie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR74086731280,2019,CAC Mid 60,"Sanchez-Pascual, Stephanie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR74086731280,2018,CAC Mid 60,"Sanchez-Pascual, Stephanie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR74086731280,2017,CAC Mid 60,"Sanchez-Pascual, Stephanie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR74086731280,2016,CAC Mid 60,"Sanchez-Pascual, Stephanie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR74086731280,2015,CAC Mid 60,"Sanchez-Pascual, Stephanie",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR75979798005,2021,CAC Mid 60,"Case, Cheyanne",CEO,1125414,9.2,10.3,90443,80487,NA,11,Finance
FR75979798005,2020,CAC Mid 60,"Case, Cheyanne",CEO,1084881,12.6,15.2,82489,68558,NA,11,Finance
FR75979798005,2019,CAC Mid 60,"Case, Cheyanne",CEO,1044524,11.1,12.7,85146,74196,NA,11,Finance
FR75979798005,2018,CAC Mid 60,"Gilbert, Daniel",Chairman and Chief Executive Officer,703403,16.8,18.6,95434,86188,NA,11,Finance
FR75979798005,2017,CAC Mid 60,"Gilbert, Daniel",Chairman and Chief Executive Officer,1140670,19.6,23.9,87788,71979,NA,11,Finance
FR75979798005,2016,CAC Mid 60,"Gilbert, Daniel",Chairman and Chief Executive Officer,1337671,18.9,23,79326,65073,NA,11,Finance
FR75979798005,2015,CAC Mid 60,"Gilbert, Daniel",Chairman and Chief Executive Officer,1040655,13.54,15.54,NA,NA,NA,11,Finance
FR77778175815,2021,CAC Mid 60,"Takayama, Jennifer",CEO,2609526,NA,NA,NA,NA,NA,11,Finance
FR77778175815,2020,CAC Mid 60,"Takayama, Jennifer",CEO,634743,10.3,14.1,112712,NA,NA,11,Finance
FR77778175815,2019,CAC Mid 60,"Takayama, Jennifer",CEO,1950646,15.4,22.9,126915,NA,NA,11,Finance
FR77778175815,2018,CAC Mid 60,"Takayama, Jennifer",CEO,1089577,16,24.4,126064,NA,NA,11,Finance
FR77778175815,2017,CAC Mid 60,"Takayama, Jennifer",CEO,2815242,21.4,34.9,131739,NA,NA,11,Finance
FR77778175815,2016,CAC Mid 60,"Takayama, Jennifer",CEO,1914761,15.2,24.5,125697,NA,NA,11,Finance
FR77778175815,2015,CAC Mid 60,"Takayama, Jennifer",CEO,2059372,17.3,27,118847,NA,NA,11,Finance
FR78528602053,2021,CAC Mid 60,"Blackwater, Larae",Chairman of the Executive Board,4086846,13.4,24,NA,NA,NA,11,Finance
FR78528602053,2020,CAC Mid 60,"Blackwater, Larae",Chairman of the Executive Board,4044731,12.2,19.5,NA,NA,NA,11,Finance
FR78528602053,2019,CAC Mid 60,"Blackwater, Larae",Chairman of the Executive Board,4718199,12.7,22.1,NA,NA,NA,11,Finance
FR78528602053,2018,CAC Mid 60,"Blackwater, Larae",Chairman of the Executive Board,4440937,12.3,22.7,NA,NA,NA,11,Finance
FR78528602053,2017,CAC Mid 60,"Blackwater, Larae",Chairman of the Executive Board,3666453,13.2,22.9,277943,NA,NA,11,Finance
FR78528602053,2016,CAC Mid 60,"Blackwater, Larae",Chairman of the Executive Board,3273355,12.3,23,NA,NA,NA,11,Finance
FR78528602053,2015,CAC Mid 60,"Blackwater, Larae",Chairman of the Executive Board,3186638,13.19,22.94,241536,NA,NA,11,Finance
FR82438315641,2021,CAC Mid 60,"Hall, Alex",CEO,2104732,22,30,56300,42600,NA,11,Finance
FR82438315641,2020,CAC Mid 60,"Crowe, Joshua",Chairman and Chief Executive Officer,1518828,27,36,57000,42000,NA,11,Finance
FR82438315641,2019,CAC Mid 60,"Crowe, Joshua",Chairman and Chief Executive Officer,2016356,36,48,56000,42100,NA,11,Finance
FR82438315641,2018,CAC Mid 60,"Crowe, Joshua",Chairman and Chief Executive Officer,4265787,51,69,54700,40700,NA,11,Finance
FR82438315641,2017,CAC Mid 60,"Crowe, Joshua",Chairman and Chief Executive Officer,2034500,52,70,53600,39400,NA,11,Finance
FR82438315641,2016,CAC Mid 60,"Crowe, Joshua",Chairman and Chief Executive Officer,2034500,56,73,49300,38200,NA,11,Finance
FR82438315641,2015,CAC Mid 60,"Crowe, Joshua",Chairman and Chief Executive Officer,1950000,42,53,46900,36700,NA,11,Finance
FR83639076202,2021,CAC Mid 60,"Begaye, Timothy",Chairman and Chief Executive Officer,1713820,47.5,57.4,NA,NA,NA,3,Manufacturing
FR83639076202,2020,CAC Mid 60,"Begaye, Timothy",Chairman and Chief Executive Officer,1663725,38.7,46.7,NA,NA,NA,3,Manufacturing
FR83639076202,2019,CAC Mid 60,"Begaye, Timothy",Chairman and Chief Executive Officer,1651316,41.5,50.4,NA,NA,NA,3,Manufacturing
FR83639076202,2018,CAC Mid 60,"Begaye, Timothy",Chairman and Chief Executive Officer,1604703,40.4,49.1,NA,NA,NA,3,Manufacturing
FR83639076202,2017,CAC Mid 60,"Begaye, Timothy",Chairman and Chief Executive Officer,1570621,35.8,43.3,NA,NA,NA,3,Manufacturing
FR83639076202,2016,CAC Mid 60,"Begaye, Timothy",Chairman and Chief Executive Officer,1507825,30.6,37.1,NA,NA,NA,3,Manufacturing
FR83639076202,2015,CAC Mid 60,"Begaye, Timothy",Chairman and Chief Executive Officer,1510761,31.7,38.6,NA,NA,NA,3,Manufacturing
FR84758866699,2021,CAC Mid 60,"Blea, Tanice",Chairman of the Executive Board,5858782,30.2,37.5,75155,60595,NA,7,Telecommunication
FR84758866699,2020,CAC Mid 60,"Blea, Tanice",Chairman of the Executive Board,1798060,25.6,30,70136,59979,NA,7,Telecommunication
FR84758866699,2019,CAC Mid 60,"Blea, Tanice",Chairman of the Executive Board,2169070,30.2,37.2,71864,58274,NA,7,Telecommunication
FR84758866699,2018,CAC Mid 60,"Blea, Tanice",Chairman of the Executive Board,2210140,31.2,38.9,70715,56715,NA,7,Telecommunication
FR84758866699,2017,CAC Mid 60,"Blea, Tanice",Chairman of the Executive Board,2497108,32.9,43.8,75786,57046,NA,7,Telecommunication
FR84758866699,2016,CAC Mid 60,"Blea, Tanice",Chairman of the Executive Board,3039836,35.6,46.6,70416,53764,NA,7,Telecommunication
FR84758866699,2015,CAC Mid 60,"Blea, Tanice",Chairman of the Executive Board,1942124,27.8,37.1,70811,53085,NA,7,Telecommunication
FR85824066949,2021,CAC Mid 60,"Roybal, Samantha",CEO,2064418,24.67,32,71820,NA,NA,11,Finance
FR85824066949,2020,CAC Mid 60,"Roybal, Samantha",CEO,1642694,27.43,35.15,73315,NA,NA,11,Finance
FR85824066949,2019,CAC Mid 60,"Roybal, Samantha",CEO,1927268,27.22,34.75,77806,NA,NA,11,Finance
FR85824066949,2018,CAC Mid 60,"Roybal, Samantha",CEO,1943369,26.93,34.9,72795,NA,NA,11,Finance
FR85824066949,2017,CAC Mid 60,"Roybal, Samantha",CEO,1952252,26.21,34.05,73952,NA,NA,11,Finance
FR85824066949,2016,CAC Mid 60,"Roybal, Samantha",CEO,3795202,47.5,68.39,80512,NA,NA,11,Finance
FR85824066949,2015,CAC Mid 60,"Roybal, Samantha",CEO,1739236,24.1,31.23,69194,NA,NA,11,Finance
FR88875572057,2021,CAC Mid 60,"al-Mansouri, Waneesa",CEO,1394818,15.6,19.2,103000,NA,NA,7,Telecommunication
FR88875572057,2020,CAC Mid 60,"al-Mansouri, Waneesa",CEO,2302275,13.4,16.2,105000,NA,NA,7,Telecommunication
FR88875572057,2019,CAC Mid 60,"al-Mansouri, Waneesa",CEO,1485919,11.9,14.4,122000,NA,NA,7,Telecommunication
FR88875572057,2018,CAC Mid 60,"al-Mansouri, Waneesa",CEO,1952445,11.5,13.4,114000,NA,NA,7,Telecommunication
FR88875572057,2017,CAC Mid 60,"al-Mansouri, Waneesa",CEO,2128681,11.5,13.5,111000,NA,NA,7,Telecommunication
FR88875572057,2016,CAC Mid 60,"al-Mansouri, Waneesa",CEO,2089407,9.7,11.3,109000,NA,NA,7,Telecommunication
FR88875572057,2015,CAC Mid 60,"Byambatsogt, Rachel",Chairman and Chief Executive Officer,461744,NA,NA,112000,NA,NA,7,Telecommunication
FR92598018317,2021,CAC Mid 60,"Lopez, Robert",CEO,2444909,28,34,NA,NA,NA,7,Telecommunication
FR92598018317,2020,CAC Mid 60,"Lopez, Robert",CEO,2289464,28,35,NA,NA,NA,7,Telecommunication
FR92598018317,2019,CAC Mid 60,"Lopez, Robert",CEO,2166720,32,40,NA,NA,NA,7,Telecommunication
FR92598018317,2018,CAC Mid 60,"Lopez, Robert",CEO,2472864,32,39,NA,NA,NA,7,Telecommunication
FR92598018317,2017,CAC Mid 60,"Lopez, Robert",CEO,2588456,20,24,NA,NA,NA,7,Telecommunication
FR92598018317,2016,CAC Mid 60,"Lopez, Robert",CEO,1527697,13,16,NA,NA,NA,7,Telecommunication
FR92598018317,2015,CAC Mid 60,"Lopez, Robert",CEO,2504550,28,35,NA,NA,NA,7,Telecommunication
FR94264110878,2021,CAC Mid 60,"Martinez, Sierra",CEO,2545955,24.2,29.4,NA,NA,NA,11,Finance
FR94264110878,2020,CAC Mid 60,"Martinez, Sierra",CEO,1922816,29.1,35.2,NA,NA,NA,11,Finance
FR94264110878,2019,CAC Mid 60,"Martinez, Sierra",CEO,1923786,24.1,29,NA,NA,NA,11,Finance
FR94264110878,2018,CAC Mid 60,"Martinez, Sierra",CEO,2091377,23.7,29.2,NA,NA,NA,11,Finance
FR94264110878,2017,CAC Mid 60,"Martinez, Sierra",CEO,1833686,17.8,21.2,NA,NA,NA,11,Finance
FR94264110878,2016,CAC Mid 60,"Martinez, Sierra",CEO,1298348,12.3,13.8,NA,NA,NA,11,Finance
FR94264110878,2015,CAC Mid 60,"Martinez, Sierra",CEO,1184817,18.4,20.7,NA,NA,NA,11,Finance
FR94990313059,2021,CAC Mid 60,"Perez, Alexandra",Chairman of the Executive Board,5253357,15.21,37.49,307655,124795,NA,3,Manufacturing
FR94990313059,2020,CAC Mid 60,"Perez, Alexandra",Chairman of the Executive Board,4378160,13.66,33.56,321984,131070,NA,3,Manufacturing
FR94990313059,2019,CAC Mid 60,"Perez, Alexandra",Chairman of the Executive Board,5928938,19.27,38.56,290463,145150,NA,3,Manufacturing
FR94990313059,2018,CAC Mid 60,"Perez, Alexandra",Chairman of the Executive Board,4589915,19.31,38.8,245083,121938,NA,3,Manufacturing
FR94990313059,2017,CAC Mid 60,"Perez, Alexandra",Chairman of the Executive Board,2632827,18.53,36.64,250664,126800,NA,3,Manufacturing
FR94990313059,2016,CAC Mid 60,"Perez, Alexandra",Chairman of the Executive Board,3967869,19.4,37.74,205948,105852,NA,3,Manufacturing
FR94990313059,2015,CAC Mid 60,"Perez, Alexandra",Chairman of the Executive Board,4123820,19.5,34.95,208915,NA,NA,3,Manufacturing
FR95540133092,2021,CAC Mid 60,"Mattarocci, Christopher",Chairman and Chief Executive Officer,806000,19,22,NA,NA,NA,7,Telecommunication
FR95540133092,2020,CAC Mid 60,"Mattarocci, Christopher",Chairman and Chief Executive Officer,5055353,127,143,NA,NA,NA,7,Telecommunication
FR95540133092,2019,CAC Mid 60,"Mattarocci, Christopher",Chairman and Chief Executive Officer,802834,20,23,NA,NA,NA,7,Telecommunication
FR95540133092,2018,CAC Mid 60,"Mattarocci, Christopher",Chairman and Chief Executive Officer,762289,19,22,NA,NA,NA,7,Telecommunication
FR95540133092,2017,CAC Mid 60,"Mattarocci, Christopher",Chairman and Chief Executive Officer,575811,15,17,NA,NA,NA,7,Telecommunication
FR95540133092,2016,CAC Mid 60,"Mattarocci, Christopher",Chairman and Chief Executive Officer,125811,15,17,NA,NA,NA,7,Telecommunication
FR95540133092,2015,CAC Mid 60,"Mattarocci, Christopher",Chairman and Chief Executive Officer,125811,9,10,NA,NA,NA,7,Telecommunication
FR97075779539,2021,CAC Mid 60,"Johnson, Corie",CEO,4277094,20.24,25.96,58656,NA,NA,12,Other
FR97075779539,2020,CAC Mid 60,"Johnson, Corie",CEO,2744511,30.51,39.63,59261,NA,NA,12,Other
FR97075779539,2019,CAC Mid 60,"Johnson, Corie",CEO,3668456,38.78,50.57,63696,NA,NA,12,Other
FR97075779539,2018,CAC Mid 60,"Johnson, Corie",CEO,962167,13.89,18,64814,NA,NA,12,Other
FR97075779539,2017,CAC Mid 60,"Chavarria, Chazz",Chairman and Chief Executive Officer,1110000,13.99,18,60914,NA,NA,12,Other
FR97075779539,2016,CAC Mid 60,"Chavarria, Chazz",Chairman and Chief Executive Officer,533600,17.74,22.55,60040,NA,NA,12,Other
FR97075779539,2015,CAC Mid 60,"Chavarria, Chazz",Chairman and Chief Executive Officer,1062000,10.97,14.55,58792,NA,NA,12,Other
FR98141040999,2021,CAC Mid 60,"Weldon, Naomi",CEO,1370428,54.98,56.1,25000,24500,NA,12,Other
FR98141040999,2020,CAC Mid 60,"Weldon, Naomi",CEO,1197979,47.83,51.02,24000,22500,NA,12,Other
FR98141040999,2019,CAC Mid 60,"Weldon, Naomi",CEO,1377324,53.57,58.13,25500,23500,NA,12,Other
FR98141040999,2018,CAC Mid 60,"Weldon, Naomi",CEO,319542,37.51,40.84,24500,22500,NA,12,Other
FR98141040999,2017,CAC Mid 60,"Weldon, Naomi",CEO,1824991,86.94,90.8,23500,22500,NA,12,Other
FR98141040999,2016,CAC Mid 60,"Weldon, Naomi",CEO,1147585,27.75,30.27,24000,22000,NA,12,Other
FR98141040999,2015,CAC Mid 60,"Weldon, Naomi",CEO,196315,NA,NA,19500,19500,NA,12,Other
LU84510314645,2021,CAC Mid 60,"Greenhut, Elizabeth",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU84510314645,2020,CAC Mid 60,"Greenhut, Elizabeth",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU84510314645,2019,CAC Mid 60,"Greenhut, Elizabeth",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU84510314645,2018,CAC Mid 60,"Greenhut, Elizabeth",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU84510314645,2017,CAC Mid 60,"Greenhut, Elizabeth",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU84510314645,2016,CAC Mid 60,"Greenhut, Elizabeth",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU84510314645,2015,CAC Mid 60,"Greenhut, Elizabeth",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU88156760849,2021,CAC Mid 60,"Quezada Arellano, Erin",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU88156760849,2020,CAC Mid 60,"Quezada Arellano, Erin",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU88156760849,2019,CAC Mid 60,"Quezada Arellano, Erin",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU88156760849,2018,CAC Mid 60,"Quezada Arellano, Erin",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU88156760849,2017,CAC Mid 60,"Quezada Arellano, Erin",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU88156760849,2016,CAC Mid 60,"Quezada Arellano, Erin",NA,NA,NA,NA,NA,NA,NA,NA,NA
LU88156760849,2015,CAC Mid 60,"Quezada Arellano, Erin",NA,NA,NA,NA,NA,NA,NA,NA,NA
BE83991802697,2021,CAC20,"Yuan, Raja",NA,NA,NA,NA,NA,NA,NA,NA,NA
BE83991802697,2020,CAC20,"Yuan, Raja",NA,NA,NA,NA,NA,NA,NA,NA,NA
