isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid
FR54420350911,2017,CAC Mid 60,"Anderson, Austin",CEO,1723121,26.9,37,66232,48162,NA
FR54420350911,2016,CAC Mid 60,"Anderson, Austin",CEO,1324319,24.7,34.5,67839,48601,NA
FR54420350911,2015,CAC Mid 60,"Anderson, Austin",CEO,683585,NA,NA,NA,NA,NA
FR54911778143,2021,CAC Mid 60,"al-Karam, Maleeha",CEO,1370428,54.98,56.1,25000,24500,NA
FR54911778143,2020,CAC Mid 60,"al-Karam, Maleeha",CEO,1197979,47.83,51.02,24000,22500,NA
FR54911778143,2019,CAC Mid 60,"al-Karam, Maleeha",CEO,1377324,53.57,58.13,25500,23500,NA
FR54911778143,2018,CAC Mid 60,"al-Karam, Maleeha",CEO,319542,37.51,40.84,24500,22500,NA
FR54911778143,2017,CAC Mid 60,"al-Karam, Maleeha",CEO,1824991,86.94,90.8,23500,22500,NA
FR54911778143,2016,CAC Mid 60,"al-Karam, Maleeha",CEO,1147585,27.75,30.27,24000,22000,NA
FR54911778143,2015,CAC Mid 60,"al-Karam, Maleeha",CEO,196315,NA,NA,19500,19500,NA
FR60122099535,2021,CAC Mid 60,"el-Sesay, Sahla",Chairman and Chief Executive Officer,3507689,21.4,31.2,NA,NA,NA
FR60122099535,2020,CAC Mid 60,"el-Sesay, Sahla",Chairman and Chief Executive Officer,2448796,19,26.6,NA,NA,NA
FR60122099535,2019,CAC Mid 60,"el-Sesay, Sahla",Chairman and Chief Executive Officer,2788340,16.4,24.3,NA,NA,NA
FR60122099535,2018,CAC Mid 60,"el-Sesay, Sahla",Chairman and Chief Executive Officer,3623693,22.1,36.9,NA,NA,NA
FR60122099535,2017,CAC Mid 60,"el-Sesay, Sahla",Chairman and Chief Executive Officer,3792889,16.8,24.6,NA,NA,NA
FR60122099535,2016,CAC Mid 60,"el-Sesay, Sahla",Chairman and Chief Executive Officer,2347103,15,21.1,NA,NA,NA
FR60122099535,2015,CAC Mid 60,"el-Sesay, Sahla",Chairman and Chief Executive Officer,2606183,23.7,39.4,NA,NA,NA
FR62026163085,2021,CAC Mid 60,"Thomas, Tonaisha",CEO,579700,2.07,1.93,NA,NA,NA
FR62026163085,2020,CAC Mid 60,"Thomas, Tonaisha",CEO,488200,1.17,1.16,NA,NA,NA
FR62026163085,2019,CAC Mid 60,"Thomas, Tonaisha",CEO,488100,1.54,1.47,NA,NA,NA
FR62026163085,2018,CAC Mid 60,"Thomas, Tonaisha",CEO,484200,1.32,1.34,NA,NA,NA
FR62026163085,2017,CAC Mid 60,"Thomas, Tonaisha",CEO,476100,1.55,1.47,NA,NA,NA
FR62026163085,2016,CAC Mid 60,"Thomas, Tonaisha",CEO,487600,1.2,1.23,NA,NA,NA
FR62026163085,2015,CAC Mid 60,"Thomas, Tonaisha",CEO,331900,1.17,1.56,NA,NA,NA
FR62964709447,2021,CAC Mid 60,"Silva, Tomas",CEO,1429121,16.4,14.3,NA,NA,NA
FR62964709447,2020,CAC Mid 60,"Silva, Tomas",CEO,860861,33.5,28.2,NA,NA,NA
FR62964709447,2019,CAC Mid 60,"Silva, Tomas",CEO,1599347,28.9,23.7,NA,NA,NA
FR62964709447,2018,CAC Mid 60,"Silva, Tomas",CEO,2372231,28.5,24.4,NA,NA,NA
FR62964709447,2017,CAC Mid 60,"Silva, Tomas",CEO,1556765,20.2,17.1,NA,NA,NA
FR62964709447,2016,CAC Mid 60,"Silva, Tomas",CEO,1026096,22.4,19,NA,NA,NA
FR62964709447,2015,CAC Mid 60,"Silva, Tomas",CEO,1121967,20.5,24.5,NA,NA,NA
FR65459024398,2021,CAC Mid 60,"Watson, Adden",Chairman and Chief Executive Officer,5144795,54.8,69.6,87321,68770,NA
FR65459024398,2020,CAC Mid 60,"Watson, Adden",Chairman and Chief Executive Officer,4180590,47.6,61.6,84465,65329,NA
FR65459024398,2019,CAC Mid 60,"Watson, Adden",Chairman and Chief Executive Officer,4879995,54.3,69.8,87852,68350,NA
FR65459024398,2018,CAC Mid 60,"Watson, Adden",Chairman and Chief Executive Officer,4828095,55.7,71.3,87719,68607,NA
FR65459024398,2017,CAC Mid 60,"Watson, Adden",Chairman and Chief Executive Officer,4793116,55.1,72.4,86804,65985,NA
FR65459024398,2016,CAC Mid 60,"Watson, Adden",Chairman and Chief Executive Officer,3676712,42.7,52.9,84696,68479,NA
FR65459024398,2015,CAC Mid 60,"Watson, Adden",Chairman and Chief Executive Officer,3394214,30.02,35.9,102685,86402,NA
FR65851333341,2021,CAC Mid 60,"Haycock, Zachary",CEO,2545955,24.2,29.4,NA,NA,NA
FR65851333341,2020,CAC Mid 60,"Haycock, Zachary",CEO,1922816,29.1,35.2,NA,NA,NA
FR65851333341,2019,CAC Mid 60,"Haycock, Zachary",CEO,1923786,24.1,29,NA,NA,NA
FR65851333341,2018,CAC Mid 60,"Haycock, Zachary",CEO,2091377,23.7,29.2,NA,NA,NA
FR65851333341,2017,CAC Mid 60,"Haycock, Zachary",CEO,1833686,17.8,21.2,NA,NA,NA
FR65851333341,2016,CAC Mid 60,"Haycock, Zachary",CEO,1298348,12.3,13.8,NA,NA,NA
FR65851333341,2015,CAC Mid 60,"Haycock, Zachary",CEO,1184817,18.4,20.7,NA,NA,NA
FR67695832489,2021,CAC Mid 60,"Lepus, Mercedes",Chairman-CEO,1826250,37.6,49.5,32015,NA,NA
FR67695832489,2020,CAC Mid 60,"Lepus, Mercedes",Chairman-CEO,1444645,52.5,67.9,31655,NA,NA
FR67695832489,2019,CAC Mid 60,"Lepus, Mercedes",Chairman-CEO,1147220,27.1,34.9,31384,NA,NA
FR67695832489,2018,CAC Mid 60,"Lepus, Mercedes",Chairman-CEO,1380240,31,39.9,30526,NA,NA
FR67695832489,2017,CAC Mid 60,"Lepus, Mercedes",Chairman-CEO,2101520,36.9,47.4,30224,NA,NA
FR67695832489,2016,CAC Mid 60,"Lepus, Mercedes",Chairman-CEO,1947620,16.5,21.1,29891,NA,NA
FR67695832489,2015,CAC Mid 60,"Lepus, Mercedes",Chairman-CEO,1328508,17.1,21.5,28854,NA,NA
FR68504513415,2021,CAC Mid 60,"Stirmers, Anfernee",CEO,191880,5.67,7.16,63600,NA,NA
FR68504513415,2020,CAC Mid 60,"Stirmers, Anfernee",CEO,460975,8.78,11.86,60000,NA,NA
FR68504513415,2019,CAC Mid 60,"Fulcher, Raine",Chairman and Chief Executive Officer,234602,3.95,4.91,61200,NA,NA
FR68504513415,2018,CAC Mid 60,"Fulcher, Raine",Chairman and Chief Executive Officer,213042,5.1,6.94,61200,NA,NA
FR68504513415,2017,CAC Mid 60,"Fulcher, Raine",Chairman and Chief Executive Officer,187468,3.84,4.98,55200,NA,NA
FR68504513415,2016,CAC Mid 60,"Fulcher, Raine",Chairman and Chief Executive Officer,204624,4.06,5.14,55200,NA,NA
FR68504513415,2015,CAC Mid 60,"Fulcher, Raine",Chairman and Chief Executive Officer,203007,3.99,5.29,51600,NA,NA
FR69704171651,2021,CAC Mid 60,"Sabo, Erin",CEO,NA,19,22,50287,49477,NA
FR69704171651,2020,CAC Mid 60,"Sabo, Erin",CEO,609021,14,16,50514,42611,NA
FR69704171651,2019,CAC Mid 60,"Sabo, Erin",CEO,775816,20,24,50157,42595,NA
FR69704171651,2018,CAC Mid 60,"Sabo, Erin",CEO,942488,13,16,48502,40873,NA
FR69704171651,2017,CAC Mid 60,"Sabo, Erin",CEO,1014401,17,20,48106,41179,NA
FR69704171651,2016,CAC Mid 60,"Sabo, Erin",CEO,844277,14,17,46601,40190,NA
FR69704171651,2015,CAC Mid 60,"Sabo, Erin",CEO,537022,12.4,14,43186,38246,NA
FR69760983919,2021,CAC Mid 60,"Mortel, Janet",CEO,1125414,9.2,10.3,90443,80487,NA
FR69760983919,2020,CAC Mid 60,"Mortel, Janet",CEO,1084881,12.6,15.2,82489,68558,NA
FR69760983919,2019,CAC Mid 60,"Mortel, Janet",CEO,1044524,11.1,12.7,85146,74196,NA
FR69760983919,2018,CAC Mid 60,"Melonas, Hope",Chairman and Chief Executive Officer,703403,16.8,18.6,95434,86188,NA
FR69760983919,2017,CAC Mid 60,"Melonas, Hope",Chairman and Chief Executive Officer,1140670,19.6,23.9,87788,71979,NA
FR69760983919,2016,CAC Mid 60,"Melonas, Hope",Chairman and Chief Executive Officer,1337671,18.9,23,79326,65073,NA
FR69760983919,2015,CAC Mid 60,"Melonas, Hope",Chairman and Chief Executive Officer,1040655,13.54,15.54,NA,NA,NA
FR70792215752,2021,CAC Mid 60,"Brittin, Jordan",Chief Executive Officer and Chairman,1183710,14.4,18.5,NA,NA,NA
FR70792215752,2020,CAC Mid 60,"Brittin, Jordan",Chief Executive Officer and Chairman,1134360,7.7,11.3,NA,NA,NA
FR70792215752,2019,CAC Mid 60,"Brittin, Jordan",Chief Executive Officer and Chairman,95872,10.8,13.4,NA,NA,NA
FR70792215752,2018,CAC Mid 60,"Heller, Nicholas",CEO,76723,8.4,10.1,NA,NA,NA
FR70792215752,2017,CAC Mid 60,"Heller, Nicholas",CEO,55113,6.4,8,NA,NA,NA
FR70792215752,2016,CAC Mid 60,"Heller, Nicholas",CEO,1193350,8.3,10.8,NA,NA,NA
FR70792215752,2015,CAC Mid 60,"Heller, Nicholas",CEO,680900,8.1,9.7,NA,NA,NA
FR74147808050,2021,CAC Mid 60,"Muya, Chance",CEO,2565457,18.8,26.7,115446,NA,NA
FR74147808050,2020,CAC Mid 60,"Muya, Chance",CEO,2168376,23.9,31.7,106310,NA,NA
FR74147808050,2019,CAC Mid 60,"Muya, Chance",CEO,2158094,22.4,28.9,96202,NA,NA
FR74147808050,2018,CAC Mid 60,"Muya, Chance",CEO,2049611,19.2,26.6,106533,NA,NA
FR74147808050,2017,CAC Mid 60,"Muya, Chance",CEO,2085213,20.1,27.3,103650,NA,NA
FR74147808050,2016,CAC Mid 60,"Muya, Chance",CEO,2059636,21.2,28.7,97309,NA,NA
FR74147808050,2015,CAC Mid 60,"Muya, Chance",CEO,2050470,22,30.3,93000,68000,NA
FR78806259049,2021,CAC Mid 60,"Sharpe, Maureen",CEO,1394818,15.6,19.2,103000,NA,NA
FR78806259049,2020,CAC Mid 60,"Sharpe, Maureen",CEO,2302275,13.4,16.2,105000,NA,NA
FR78806259049,2019,CAC Mid 60,"Sharpe, Maureen",CEO,1485919,11.9,14.4,122000,NA,NA
FR78806259049,2018,CAC Mid 60,"Sharpe, Maureen",CEO,1952445,11.5,13.4,114000,NA,NA
FR78806259049,2017,CAC Mid 60,"Sharpe, Maureen",CEO,2128681,11.5,13.5,111000,NA,NA
FR78806259049,2016,CAC Mid 60,"Sharpe, Maureen",CEO,2089407,9.7,11.3,109000,NA,NA
FR78806259049,2015,CAC Mid 60,"Vasquez-Romero, Alicia",Chairman and Chief Executive Officer,461744,NA,NA,112000,NA,NA
FR78813463882,2021,CAC Mid 60,"Witt, Cole",CEO,2984576,43.3,55.8,NA,NA,NA
FR78813463882,2020,CAC Mid 60,"Witt, Cole",CEO,2593115,32.1,41.6,NA,NA,NA
FR78813463882,2019,CAC Mid 60,"Cohen, Kenaya",Chairman and Chief Executive Officer,5273225,60.6,81,NA,NA,NA
FR78813463882,2018,CAC Mid 60,"Cohen, Kenaya",Chairman and Chief Executive Officer,5114059,68.7,89.2,NA,NA,NA
FR78813463882,2017,CAC Mid 60,"Cohen, Kenaya",Chairman and Chief Executive Officer,5063233,67.8,89.2,NA,NA,NA
FR78813463882,2016,CAC Mid 60,"Cohen, Kenaya",Chairman and Chief Executive Officer,4845644,67.3,88,NA,NA,NA
FR78813463882,2015,CAC Mid 60,"Cohen, Kenaya",Chairman and Chief Executive Officer,5243896,77.9,104,NA,NA,NA
FR79438298826,2021,CAC Mid 60,"Navarrete, Ciara",Statutory Manager General Partner,17681,22.9,26.4,NA,NA,NA
FR79438298826,2020,CAC Mid 60,"Navarrete, Ciara",Statutory Manager General Partner,16741,18.6,24.4,NA,NA,NA
FR79438298826,2019,CAC Mid 60,"Navarrete, Ciara",Statutory Manager General Partner,16768,20.8,28,NA,NA,NA
FR79438298826,2018,CAC Mid 60,"Navarrete, Ciara",Statutory Manager General Partner,17798,35.1,41.5,NA,NA,NA
FR79438298826,2017,CAC Mid 60,"Navarrete, Ciara",Statutory Manager General Partner,18533,32.4,39.5,NA,NA,NA
FR79438298826,2016,CAC Mid 60,"Navarrete, Ciara",Statutory Manager General Partner,26203,33.7,42.3,NA,NA,NA
FR79438298826,2015,CAC Mid 60,"Navarrete, Ciara",Statutory Manager General Partner,NA,13.4,25.9,NA,NA,NA
FR82519603590,2021,CAC Mid 60,"Parra, Wallace",Chairman of the Management Board,2952693,35.5,57.2,NA,NA,NA
FR82519603590,2020,CAC Mid 60,"Parra, Wallace",Chairman of the Management Board,2759503,28.7,45.7,NA,NA,NA
FR82519603590,2019,CAC Mid 60,"Parra, Wallace",Chairman of the Management Board,3491573,35.1,56.3,99416,NA,NA
FR82519603590,2018,CAC Mid 60,"Parra, Wallace",Chairman of the Management Board,3707976,37.9,63.1,97767,NA,NA
FR82519603590,2017,CAC Mid 60,"Parra, Wallace",Chairman of the Management Board,3440920,41.4,63,83151,NA,NA
FR82519603590,2016,CAC Mid 60,"Parra, Wallace",Chairman of the Management Board,4192643,46.6,77.3,90006,NA,NA
FR82519603590,2015,CAC Mid 60,"Parra, Wallace",Chairman of the Management Board,3227512,35.6,59.3,90615,NA,NA
FR84637729213,2021,CAC Mid 60,"Gonzales, Brialle",CEO,2444909,28,34,NA,NA,NA
FR84637729213,2020,CAC Mid 60,"Gonzales, Brialle",CEO,2289464,28,35,NA,NA,NA
FR84637729213,2019,CAC Mid 60,"Gonzales, Brialle",CEO,2166720,32,40,NA,NA,NA
FR84637729213,2018,CAC Mid 60,"Gonzales, Brialle",CEO,2472864,32,39,NA,NA,NA
FR84637729213,2017,CAC Mid 60,"Gonzales, Brialle",CEO,2588456,20,24,NA,NA,NA
FR84637729213,2016,CAC Mid 60,"Gonzales, Brialle",CEO,1527697,13,16,NA,NA,NA
FR84637729213,2015,CAC Mid 60,"Gonzales, Brialle",CEO,2504550,28,35,NA,NA,NA
FR86575521228,2021,CAC Mid 60,"al-Sharaf, Jaadallah",Chairman and Chief Executive Officer,903687,31.6,36.2,28612,24997,NA
FR86575521228,2020,CAC Mid 60,"al-Sharaf, Jaadallah",Chairman and Chief Executive Officer,814847,29.4,33.9,27745,24027,NA
FR86575521228,2019,CAC Mid 60,"al-Sharaf, Jaadallah",Chairman and Chief Executive Officer,800337,29.6,33,27011,24220,NA
FR86575521228,2018,CAC Mid 60,"al-Sharaf, Jaadallah",Chairman and Chief Executive Officer,777080,29.3,32.7,26479,23787,NA
FR86575521228,2017,CAC Mid 60,"al-Sharaf, Jaadallah",Chairman and Chief Executive Officer,764849,29,32.3,26406,23712,NA
FR86575521228,2016,CAC Mid 60,"al-Sharaf, Jaadallah",Chairman and Chief Executive Officer,669592,25.2,28.6,26575,23399,NA
FR86575521228,2015,CAC Mid 60,"al-Sharaf, Jaadallah",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR89735408303,2021,CAC Mid 60,"Neff, Macey",CEO,846683,8.63,9.74,NA,NA,NA
FR89735408303,2020,CAC Mid 60,"Neff, Macey",CEO,403651,5.23,5.75,NA,NA,NA
FR89735408303,2019,CAC Mid 60,"Neff, Macey",CEO,387069,4.44,4.96,NA,NA,NA
FR89735408303,2018,CAC Mid 60,"Neff, Macey",CEO,321278,4.31,4.79,NA,NA,NA
FR89735408303,2017,CAC Mid 60,"Neff, Macey",CEO,321278,4.41,4.96,NA,NA,NA
FR89735408303,2016,CAC Mid 60,"Neff, Macey",CEO,NA,4.45,5.03,NA,NA,NA
FR89735408303,2015,CAC Mid 60,"Neff, Macey",CEO,NA,NA,NA,NA,NA,NA
FR89811452156,2021,CAC Mid 60,"el-Hasan, Ghaalib",NA,NA,NA,NA,NA,NA,NA
FR89811452156,2020,CAC Mid 60,"el-Hasan, Ghaalib",NA,NA,NA,NA,NA,NA,NA
FR89811452156,2019,CAC Mid 60,"el-Hasan, Ghaalib",NA,NA,NA,NA,NA,NA,NA
FR89811452156,2018,CAC Mid 60,"el-Hasan, Ghaalib",NA,NA,NA,NA,NA,NA,NA
FR89811452156,2017,CAC Mid 60,"el-Hasan, Ghaalib",NA,NA,NA,NA,NA,NA,NA
FR89811452156,2016,CAC Mid 60,"el-Hasan, Ghaalib",NA,NA,NA,NA,NA,NA,NA
FR89811452156,2015,CAC Mid 60,"el-Hasan, Ghaalib",NA,NA,NA,NA,NA,NA,NA
FR91817276265,2021,CAC Mid 60,"Foster, Wesley",Chairman and Chief Executive Officer,4397883,54,62,80000,NA,NA
FR91817276265,2020,CAC Mid 60,"Foster, Wesley",Chairman and Chief Executive Officer,3283179,30,33,82000,NA,NA
FR91817276265,2019,CAC Mid 60,"Foster, Wesley",Chairman and Chief Executive Officer,3702998,41,46,78000,NA,NA
FR91817276265,2018,CAC Mid 60,"Foster, Wesley",Chairman and Chief Executive Officer,1982111,30,33,76000,NA,NA
FR91817276265,2017,CAC Mid 60,"Foster, Wesley",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR91817276265,2016,CAC Mid 60,"Foster, Wesley",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR91817276265,2015,CAC Mid 60,"Foster, Wesley",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR92517673752,2021,CAC Mid 60,"Borrego, Norma",Chairman and Chief Executive Officer,1865042,1,1,NA,NA,NA
FR92517673752,2020,CAC Mid 60,"Borrego, Norma",Chairman and Chief Executive Officer,743613,1,1,NA,NA,NA
FR92517673752,2019,CAC Mid 60,"Borrego, Norma",Chairman and Chief Executive Officer,674374,1,1,NA,NA,NA
FR92517673752,2018,CAC Mid 60,"Borrego, Norma",Chairman and Chief Executive Officer,685736,1,1,NA,NA,NA
FR92517673752,2017,CAC Mid 60,"Borrego, Norma",Chairman and Chief Executive Officer,732810,1,1,NA,NA,NA
FR92517673752,2016,CAC Mid 60,"Borrego, Norma",Chairman and Chief Executive Officer,742672,1,1,NA,NA,NA
FR92517673752,2015,CAC Mid 60,"Borrego, Norma",Chairman and Chief Executive Officer,586136,1,1,NA,NA,NA
FR93039251570,2021,CAC Mid 60,"Ho, Aman",Chairman and Chief Executive Officer,3786486,80.5,107.68,53682,40135,NA
FR93039251570,2020,CAC Mid 60,"Ho, Aman",Chairman and Chief Executive Officer,3504207,66.9,89.08,52410,39336,NA
FR93039251570,2019,CAC Mid 60,"Ho, Aman",Chairman and Chief Executive Officer,2120342,60.5,81.8,52288,38664,NA
FR93039251570,2018,CAC Mid 60,"Ho, Aman",Chairman and Chief Executive Officer,4291428,78.1,103.02,49939,37855,NA
FR93039251570,2017,CAC Mid 60,"Ho, Aman",Chairman and Chief Executive Officer,3545828,66.9,86.83,47151,36326,NA
FR93039251570,2016,CAC Mid 60,"Ho, Aman",Chairman and Chief Executive Officer,3460538,41.9,78.17,73195,39197,NA
FR93039251570,2015,CAC Mid 60,"Ho, Aman",Chairman and Chief Executive Officer,2910138,37.3,64.9,67217,38685,NA
FR97997888214,2021,CAC Mid 60,"al-Nouri, Jadeeda",Chairman and Chief Executive Officer,2931371,46.5,NA,NA,NA,NA
FR97997888214,2020,CAC Mid 60,"al-Nouri, Jadeeda",Chairman and Chief Executive Officer,1914648,45.2,NA,NA,NA,NA
FR97997888214,2019,CAC Mid 60,"al-Nouri, Jadeeda",Chairman and Chief Executive Officer,2020832,37.6,NA,NA,NA,NA
FR97997888214,2018,CAC Mid 60,"al-Nouri, Jadeeda",Chairman and Chief Executive Officer,1485980,52.6,NA,NA,NA,NA
FR97997888214,2017,CAC Mid 60,"al-Nouri, Jadeeda",Chairman and Chief Executive Officer,2180747,50.4,NA,NA,NA,NA
FR97997888214,2016,CAC Mid 60,"al-Nouri, Jadeeda",Chairman and Chief Executive Officer,2127047,43.4,NA,NA,NA,NA
FR97997888214,2015,CAC Mid 60,"al-Nouri, Jadeeda",Chairman and Chief Executive Officer,1415475,36.8,NA,NA,NA,NA
LU29651873517,2021,CAC Mid 60,"Buccieri, Nicholas",NA,NA,NA,NA,NA,NA,NA
LU29651873517,2020,CAC Mid 60,"Buccieri, Nicholas",NA,NA,NA,NA,NA,NA,NA
LU29651873517,2019,CAC Mid 60,"Buccieri, Nicholas",NA,NA,NA,NA,NA,NA,NA
LU29651873517,2018,CAC Mid 60,"Buccieri, Nicholas",NA,NA,NA,NA,NA,NA,NA
LU29651873517,2017,CAC Mid 60,"Buccieri, Nicholas",NA,NA,NA,NA,NA,NA,NA
LU29651873517,2016,CAC Mid 60,"Buccieri, Nicholas",NA,NA,NA,NA,NA,NA,NA
LU29651873517,2015,CAC Mid 60,"Buccieri, Nicholas",NA,NA,NA,NA,NA,NA,NA
LU70913292427,2021,CAC Mid 60,"Esparza, Ryan",NA,NA,NA,NA,NA,NA,NA
LU70913292427,2020,CAC Mid 60,"Esparza, Ryan",NA,NA,NA,NA,NA,NA,NA
LU70913292427,2019,CAC Mid 60,"Esparza, Ryan",NA,NA,NA,NA,NA,NA,NA
LU70913292427,2018,CAC Mid 60,"Esparza, Ryan",NA,NA,NA,NA,NA,NA,NA
LU70913292427,2017,CAC Mid 60,"Esparza, Ryan",NA,NA,NA,NA,NA,NA,NA
LU70913292427,2016,CAC Mid 60,"Esparza, Ryan",NA,NA,NA,NA,NA,NA,NA
LU70913292427,2015,CAC Mid 60,"Esparza, Ryan",NA,NA,NA,NA,NA,NA,NA
BE56045507765,2021,CAC20,"Page, Dylan",NA,NA,NA,NA,NA,NA,NA
BE56045507765,2020,CAC20,"Page, Dylan",NA,NA,NA,NA,NA,NA,NA
BE56045507765,2019,CAC20,"Page, Dylan",NA,NA,NA,NA,NA,NA,NA
BE56045507765,2018,CAC20,"Page, Dylan",NA,NA,NA,NA,NA,NA,NA
BE56045507765,2017,CAC20,"Page, Dylan",NA,NA,NA,NA,NA,NA,NA
BE56045507765,2016,CAC20,"Page, Dylan",NA,NA,NA,NA,NA,NA,NA
BE56045507765,2015,CAC20,"Page, Dylan",NA,NA,NA,NA,NA,NA,NA
FR17175122560,2021,CAC20,"Barrios, Joshua",Chairman and Chief Executive Officer,1528441,24,30,59667,48520,3581
FR17175122560,2020,CAC20,"Barrios, Joshua",Chairman and Chief Executive Officer,1486894,18,22,55518,45612,3581
FR17175122560,2019,CAC20,"Barrios, Joshua",Chairman and Chief Executive Officer,1065712,23,29,55625,44171,3581
FR17175122560,2018,CAC20,"Barrios, Joshua",Chairman and Chief Executive Officer,1292894,19,24,52721,42032,3581
FR17175122560,2017,CAC20,"Barrios, Joshua",Chairman and Chief Executive Officer,2169713,70,88,50417,40277,3581
FR17175122560,2016,CAC20,"Barrios, Joshua",Chairman and Chief Executive Officer,6360007,116,151,50042,38612,3761
FR17175122560,2015,CAC20,"Barrios, Joshua",Chairman and Chief Executive Officer,3610993,39,49,NA,NA,NA
FR24885797016,2021,CAC20,"Gutierrez Quezada, Yori",CEO,1007832,16,22,120803,86548,1062
FR24885797016,2020,CAC20,"Allen, Colton",Chairman and Chief Executive Officer,5152153,38,50,133500,101549,NA
FR24885797016,2019,CAC20,"Allen, Colton",Chairman and Chief Executive Officer,6819006,47,66,145085,102583,NA
FR24885797016,2018,CAC20,"Allen, Colton",Chairman and Chief Executive Officer,6521150,46,62,141608,103390,NA
FR24885797016,2017,CAC20,"Allen, Colton",Chairman and Chief Executive Officer,6320020,48,67,139146,98616,NA
FR24885797016,2016,CAC20,"Allen, Colton",Chairman and Chief Executive Officer,7959350,57,82,144111,100267,NA
FR24885797016,2015,CAC20,"Allen, Colton",Chairman and Chief Executive Officer,6252500,41,59,142709,98840,NA
FR25875609696,2021,CAC20,"Chestnut, Lauren",CEO,2127374,55,81,NA,NA,NA
FR25875609696,2020,CAC20,"Chestnut, Lauren",CEO,1978035,53,97,NA,NA,NA
FR25875609696,2019,CAC20,"Chestnut, Lauren",CEO,2277960,74,109,NA,NA,NA
FR25875609696,2018,CAC20,"Chestnut, Lauren",CEO,2430897,72,104,NA,NA,NA
FR25875609696,2017,CAC20,"Chestnut, Lauren",CEO,2198546,63,91,NA,NA,NA
FR25875609696,2016,CAC20,"Chestnut, Lauren",CEO,2057200,66,94,NA,NA,NA
FR25875609696,2015,CAC20,"Chestnut, Lauren",CEO,1227500,41,58,NA,NA,NA
FR28341426428,2021,CAC20,"Hunkar, Mackenzie",Chairman-CEO,5824020,3,3,NA,NA,NA
FR28341426428,2020,CAC20,"Hunkar, Mackenzie",Chairman-CEO,3955067,49,58,NA,NA,NA
FR28341426428,2019,CAC20,"Hunkar, Mackenzie",Chairman-CEO,4190220,54,64,NA,NA,NA
FR28341426428,2018,CAC20,"Hunkar, Mackenzie",Chairman-CEO,2250000,56,66,NA,NA,NA
FR28341426428,2017,CAC20,"Hunkar, Mackenzie",Chairman-CEO,2250000,54,64,NA,NA,NA
FR28341426428,2016,CAC20,"Hunkar, Mackenzie",Chairman-CEO,2087500,45,53,NA,NA,NA
FR28341426428,2015,CAC20,"Hunkar, Mackenzie",Chairman-CEO,1875000,34,40,NA,NA,NA
FR31247220530,2021,CAC20,"Lopez, Lazaro",Chairman-CEO,4782529,42,61,NA,NA,NA
FR31247220530,2020,CAC20,"Lopez, Lazaro",Chairman-CEO,3809226,40,61,NA,NA,NA
FR31247220530,2019,CAC20,"Lopez, Lazaro",Chairman-CEO,4411720,44,67,NA,NA,NA
FR31247220530,2018,CAC20,"Lopez, Lazaro",Chairman-CEO,4122802,41,56,NA,NA,NA
FR31247220530,2017,CAC20,"Lopez, Lazaro",Chairman-CEO,3748644,34,45,NA,NA,NA
FR31247220530,2016,CAC20,"Lopez, Lazaro",Chairman-CEO,2823161,43.3,59.3,NA,NA,NA
FR31247220530,2015,CAC20,"Lopez, Lazaro",Chairman-CEO,3951339,43.7,59,NA,NA,NA
FR34786898868,2021,CAC20,"Crowley, David",Chairman and Chief Executive Officer,2003000,52,41,NA,NA,NA
FR34786898868,2020,CAC20,"Crowley, David",Chairman and Chief Executive Officer,3552000,40,51,52771,41539,NA
FR34786898868,2019,CAC20,"Crowley, David",Chairman and Chief Executive Officer,2735000,43,55,46497,36037,NA
FR34786898868,2018,CAC20,"Crowley, David",Chairman and Chief Executive Officer,2522000,39,50,45952,36393,NA
FR34786898868,2017,CAC20,"Crowley, David",Chairman and Chief Executive Officer,3056000,40,52,45755,35922,NA
FR34786898868,2016,CAC20,"Crowley, David",Chairman and Chief Executive Officer,3196000,40,52,44748,34776,NA
FR34786898868,2015,CAC20,"Crowley, David",Chairman and Chief Executive Officer,3841000,NA,NA,NA,NA,NA
FR36702665966,2021,CAC20,"Rasmussen, Dustin",CEO,6496361,122.32,147.06,47908,39849,7045
FR36702665966,2020,CAC20,"Rasmussen, Dustin",CEO,3538746,80.63,98.17,47568,39069,6981
FR36702665966,2019,CAC20,"Rasmussen, Dustin",CEO,4136785,89.71,112.9,45927,36491,6686
FR36702665966,2018,CAC20,"Rasmussen, Dustin",CEO,4312849,92.76,115.54,45558,36575,6550
FR36702665966,2017,CAC20,"Rasmussen, Dustin",CEO,3795061,75.55,94.51,45022,35991,6658
FR36702665966,2016,CAC20,"Rasmussen, Dustin",CEO,3453175,83.72,105.25,44352,35281,6839
FR36702665966,2015,CAC20,"Rasmussen, Dustin",CEO,3704200,82.3,102.4,42624,34245,6781
FR42255116466,2021,CAC20,"Ludwig, Alden",Chairman-CEO,4491780,31.32,52.68,NA,NA,255
FR42255116466,2020,CAC20,"Ludwig, Alden",Chairman-CEO,3893121,29.82,48.7,NA,NA,255
